,Idade,Salario_anual,Situacao_prop,Tempo_trabalho,Motivo_emprest,Pont_emprest,Total_emprest,Tx_juros,Possib_inadimp,Renda_pecentual,Periodo,Inadimplente
3258,22.0,52000.0,Mortgage,6.0,Venture,D,6000.0,11.0,1.0,0.12,3,Y
3259,21.0,33000.0,Own,4.0,Education,D,5000.0,14.61,0.0,0.15,3,Y
3260,29.0,18000.0,Rent,2.0,Venture,B,3000.0,12.69,1.0,0.17,5,N
3261,23.0,90000.0,Rent,4.0,Venture,A,10000.0,7.51,0.0,0.11,2,N
3262,33.0,78000.0,Mortgage,17.0,Venture,D,10000.0,11.0,0.0,0.13,10,N
3263,23.0,55000.0,Mortgage,7.0,Personal,D,6625.0,16.77,0.0,0.12,3,Y
3264,27.0,51600.0,Rent,2.0,Venture,C,13800.0,13.57,1.0,0.27,6,Y
3265,22.0,33600.0,Own,4.0,Personal,C,12000.0,13.06,0.0,0.36,4,Y
3266,32.0,115000.0,Rent,2.0,Personal,B,4000.0,12.69,0.0,0.03,8,N
3267,22.0,19200.0,Mortgage,6.0,Personal,B,4950.0,11.71,1.0,0.26,2,N
3268,34.0,43000.0,Mortgage,9.0,Debtconsolidation,A,11000.0,7.88,0.0,0.26,10,N
3269,25.0,58000.0,Rent,6.0,Venture,C,18000.0,11.0,1.0,0.31,4,N
3270,25.0,72000.0,Mortgage,9.0,Debtconsolidation,B,4800.0,10.65,0.0,0.07,3,N
3271,32.0,44004.0,Rent,5.0,Medical,D,2200.0,15.65,1.0,0.05,5,N
3272,30.0,39552.0,Mortgage,2.0,Venture,B,12375.0,10.37,0.0,0.31,9,N
3273,28.0,30000.0,Rent,4.0,Education,B,3900.0,11.99,0.0,0.13,9,N
3274,24.0,37920.0,Rent,4.0,Debtconsolidation,A,6000.0,6.99,0.0,0.16,3,N
3275,22.0,42996.0,Rent,3.0,Personal,C,4800.0,11.03,0.0,0.11,4,N
3276,33.0,32400.0,Rent,8.0,Education,A,11000.0,6.99,1.0,0.34,10,N
3277,26.0,216000.0,Mortgage,6.0,Debtconsolidation,C,15000.0,13.98,1.0,0.07,3,Y
3278,21.0,32900.0,Mortgage,2.0,Medical,B,3000.0,9.99,0.0,0.09,2,N
3279,38.0,62000.0,Rent,3.0,Debtconsolidation,B,12000.0,11.0,0.0,0.19,16,N
3280,26.0,80000.0,Rent,0.0,Medical,C,8000.0,12.73,0.0,0.1,3,Y
3281,37.0,48000.0,Rent,8.0,Education,A,3000.0,6.99,0.0,0.06,14,N
3282,33.0,26000.0,Mortgage,1.0,Debtconsolidation,B,15000.0,9.76,1.0,0.58,6,N
3283,35.0,148000.0,Mortgage,19.0,Debtconsolidation,D,25000.0,14.62,1.0,0.17,10,Y
3284,23.0,79000.0,Mortgage,7.0,Debtconsolidation,D,16000.0,14.09,1.0,0.2,3,N
3285,24.0,70000.0,Other,4.0,Personal,A,9000.0,9.63,0.0,0.13,2,N
3286,25.0,191000.0,Mortgage,1.0,Medical,B,10000.0,12.53,0.0,0.05,4,N
3287,24.0,75000.0,Other,5.0,Homeimprovement,C,12000.0,14.26,0.0,0.16,3,Y
3288,34.0,55000.0,Mortgage,4.0,Education,C,7000.0,13.49,0.0,0.13,7,N
3289,23.0,90000.0,Rent,0.0,Education,A,12000.0,8.9,0.0,0.13,2,N
3290,23.0,70000.0,Rent,6.0,Venture,C,6500.0,13.23,0.0,0.09,3,N
3291,27.0,42000.0,Mortgage,0.0,Medical,A,4200.0,6.76,0.0,0.1,9,N
3292,28.0,86304.0,Mortgage,12.0,Debtconsolidation,A,6000.0,5.79,0.0,0.07,10,N
3293,27.0,71352.0,Mortgage,3.0,Venture,A,9000.0,6.54,0.0,0.13,6,N
3294,25.0,51300.0,Mortgage,7.0,Venture,A,11000.0,5.99,0.0,0.21,3,N
3295,24.0,116000.0,Rent,5.0,Education,D,21500.0,15.33,0.0,0.19,3,Y
3296,25.0,48000.0,Rent,2.0,Personal,C,8000.0,13.11,0.0,0.17,4,N
3297,32.0,48000.0,Own,4.0,Education,A,8000.0,5.79,0.0,0.17,7,N
3298,26.0,105000.0,Mortgage,6.0,Debtconsolidation,B,12000.0,11.99,0.0,0.11,2,N
3299,22.0,36000.0,Own,4.0,Personal,A,3250.0,7.75,0.0,0.09,2,N
3300,34.0,33600.0,Mortgage,4.0,Education,B,6000.0,10.99,0.0,0.18,6,N
3301,28.0,59904.0,Mortgage,12.0,Medical,C,3000.0,12.53,0.0,0.05,10,Y
3302,36.0,40500.0,Mortgage,5.0,Venture,A,7475.0,5.42,0.0,0.18,13,N
3303,26.0,40000.0,Mortgage,3.0,Venture,B,1750.0,11.83,0.0,0.04,4,N
3304,32.0,78400.0,Mortgage,2.0,Education,B,1200.0,10.0,0.0,0.02,5,N
3305,27.0,30000.0,Rent,3.0,Medical,B,2500.0,11.14,0.0,0.08,5,N
3306,30.0,32918.0,Rent,5.0,Debtconsolidation,D,8000.0,14.59,1.0,0.24,8,Y
3307,24.0,52000.0,Mortgage,8.0,Personal,A,5000.0,8.32,0.0,0.1,2,N
3308,24.0,61000.0,Rent,3.0,Homeimprovement,B,16400.0,10.99,0.0,0.27,4,N
3309,23.0,90000.0,Rent,3.0,Personal,B,6000.0,10.25,0.0,0.07,3,N
3310,26.0,156000.0,Mortgage,6.0,Venture,C,9600.0,14.27,0.0,0.06,2,Y
3311,29.0,27000.0,Rent,2.0,Education,B,2725.0,9.63,0.0,0.1,6,N
3312,35.0,52000.0,Rent,2.0,Medical,B,3000.0,11.48,0.0,0.06,7,N
3313,34.0,50000.0,Rent,5.0,Homeimprovement,B,2000.0,11.48,0.0,0.04,5,N
3314,31.0,55000.0,Mortgage,7.0,Homeimprovement,A,12000.0,7.49,0.0,0.22,5,N
3315,26.0,69000.0,Mortgage,2.0,Debtconsolidation,A,11000.0,11.0,0.0,0.16,2,N
3316,23.0,130000.0,Mortgage,7.0,Medical,B,25000.0,11.12,0.0,0.19,3,N
3317,22.0,70000.0,Mortgage,6.0,Personal,D,25000.0,15.31,0.0,0.36,4,Y
3318,22.0,70000.0,Mortgage,5.0,Debtconsolidation,C,15000.0,13.92,0.0,0.21,2,N
3319,37.0,170004.0,Mortgage,1.0,Homeimprovement,E,25000.0,16.45,0.0,0.15,13,Y
3320,27.0,56888.0,Rent,8.0,Education,D,8000.0,16.29,0.0,0.14,5,Y
3321,27.0,50000.0,Rent,4.0,Homeimprovement,C,6400.0,13.23,0.0,0.13,7,Y
3322,33.0,75000.0,Rent,4.0,Homeimprovement,A,10000.0,11.0,0.0,0.13,6,N
3323,28.0,18000.0,Own,2.0,Medical,C,6350.0,13.57,1.0,0.35,5,N
3324,23.0,33000.0,Rent,1.0,Debtconsolidation,C,7000.0,13.61,0.0,0.21,4,N
3325,22.0,80340.0,Own,2.0,Education,A,7000.0,7.14,0.0,0.09,3,N
3326,21.0,21600.0,Rent,0.0,Debtconsolidation,B,2000.0,11.71,1.0,0.09,2,N
3327,29.0,102000.0,Own,10.0,Medical,B,18000.0,9.33,0.0,0.18,7,N
3328,22.0,47000.0,Rent,0.0,Education,B,8000.0,12.18,0.0,0.17,4,N
3329,42.0,42000.0,Own,4.0,Venture,A,12000.0,6.03,0.0,0.29,15,N
3330,27.0,10000.0,Rent,2.0,Venture,D,1200.0,14.11,1.0,0.12,6,Y
3331,22.0,35350.0,Rent,3.0,Debtconsolidation,B,7000.0,9.99,0.0,0.2,3,N
3332,29.0,128000.0,Rent,0.0,Education,A,15000.0,9.63,1.0,0.12,9,N
3333,25.0,63000.0,Rent,1.0,Debtconsolidation,C,12000.0,14.26,0.0,0.19,3,N
3334,23.0,38004.0,Rent,2.0,Education,A,4500.0,7.88,0.0,0.12,2,N
3335,33.0,14400.0,Own,4.0,Venture,C,8000.0,15.21,0.0,0.03,16,N
3336,35.0,50000.0,Mortgage,5.0,Homeimprovement,C,6000.0,13.49,0.0,0.12,6,N
3337,27.0,20000.0,Rent,4.0,Medical,D,7000.0,11.0,1.0,0.35,5,N
3338,29.0,61628.0,Rent,2.0,Medical,E,6000.0,16.95,1.0,0.08,9,Y
3339,29.0,96000.0,Mortgage,2.0,Homeimprovement,A,10000.0,11.0,0.0,0.1,5,N
3340,22.0,36000.0,Rent,0.0,Personal,A,4000.0,8.94,0.0,0.11,4,N
3341,22.0,30996.0,Rent,2.0,Debtconsolidation,B,8000.0,11.49,0.0,0.26,2,N
3342,22.0,49920.0,Mortgage,1.0,Education,C,10000.0,12.53,0.0,0.2,3,N
3343,25.0,44000.0,Rent,9.0,Medical,A,9000.0,7.29,0.0,0.2,3,N
3344,24.0,25344.0,Mortgage,5.0,Medical,D,4000.0,16.49,1.0,0.16,3,Y
3345,53.0,85000.0,Rent,19.0,Personal,D,35000.0,15.65,1.0,0.41,19,N
3346,26.0,66000.0,Mortgage,9.0,Debtconsolidation,D,15000.0,14.42,1.0,0.23,2,N
3347,22.0,41000.0,Mortgage,6.0,Education,A,12000.0,6.03,0.0,0.29,2,N
3348,27.0,69790.0,Rent,6.0,Education,B,18000.0,10.25,0.0,0.26,6,N
3349,23.0,96000.0,Rent,7.0,Education,A,7300.0,8.49,0.0,0.08,4,N
3350,24.0,73000.0,Rent,0.0,Venture,E,22400.0,16.7,1.0,0.31,4,Y
3351,26.0,54000.0,Mortgage,5.0,Education,B,10000.0,8.88,0.0,0.19,4,N
3352,22.0,24000.0,Own,4.0,Medical,C,4750.0,11.0,0.0,0.2,4,Y
3353,30.0,75000.0,Mortgage,11.0,Personal,B,5000.0,11.0,0.0,0.07,10,N
3354,27.0,108000.0,Mortgage,11.0,Education,B,21600.0,11.0,0.0,0.2,10,N
3355,21.0,41200.0,Own,3.0,Personal,B,8000.0,11.48,0.0,0.19,3,N
3356,22.0,37000.0,Mortgage,2.0,Debtconsolidation,A,13000.0,7.88,0.0,0.35,4,N
3357,28.0,100000.0,Mortgage,3.0,Medical,C,8000.0,13.98,0.0,0.08,6,Y
3358,32.0,39600.0,Rent,2.0,Medical,B,8000.0,9.91,0.0,0.2,10,N
3359,24.0,53000.0,Rent,5.0,Education,A,5100.0,7.9,0.0,0.1,2,N
3360,22.0,43000.0,Own,5.0,Venture,B,3500.0,11.49,0.0,0.08,3,N
3361,23.0,58000.0,Rent,1.0,Medical,B,12800.0,12.42,0.0,0.22,2,N
3362,35.0,100596.0,Mortgage,2.0,Personal,B,25000.0,10.59,0.0,0.25,8,N
3363,28.0,50000.0,Rent,2.0,Education,B,3000.0,10.37,0.0,0.06,9,N
3364,21.0,40000.0,Mortgage,5.0,Education,B,9000.0,11.14,0.0,0.23,3,N
3365,26.0,34000.0,Rent,3.0,Venture,C,15250.0,13.22,1.0,0.45,2,Y
3366,25.0,85000.0,Mortgage,5.0,Education,C,9600.0,13.85,0.0,0.11,2,N
3367,26.0,200000.0,Mortgage,10.0,Homeimprovement,B,12000.0,11.71,0.0,0.06,2,N
3368,24.0,38400.0,Rent,4.0,Venture,A,4000.0,7.29,0.0,0.1,3,N
3369,23.0,50400.0,Rent,3.0,Venture,B,5000.0,10.38,0.0,0.1,2,N
3370,22.0,27000.0,Rent,0.0,Venture,D,5000.0,11.0,1.0,0.19,2,Y
3371,22.0,54996.0,Mortgage,3.0,Education,B,5000.0,10.75,0.0,0.09,3,N
3372,35.0,200000.0,Rent,7.0,Venture,B,5000.0,11.0,0.0,0.03,10,N
3373,27.0,60000.0,Rent,11.0,Medical,C,17000.0,11.0,0.0,0.28,10,N
3374,27.0,50000.0,Mortgage,2.0,Venture,C,10750.0,13.48,0.0,0.21,7,N
3375,28.0,70000.0,Mortgage,13.0,Homeimprovement,A,5000.0,6.99,0.0,0.07,7,N
3376,22.0,72000.0,Own,1.0,Personal,B,15000.0,10.25,0.0,0.21,3,N
3377,38.0,42552.0,Rent,3.0,Personal,C,8400.0,13.49,0.0,0.2,14,N
3378,28.0,25000.0,Rent,1.0,Education,A,5000.0,7.51,0.0,0.2,7,N
3379,29.0,56100.0,Rent,0.0,Medical,D,3150.0,15.62,1.0,0.05,10,N
3380,22.0,44400.0,Rent,3.0,Venture,C,12800.0,12.73,0.0,0.29,4,N
3381,29.0,25200.0,Rent,3.0,Medical,B,1000.0,10.25,0.0,0.04,5,N
3382,21.0,65000.0,Mortgage,5.0,Debtconsolidation,B,2200.0,12.42,0.0,0.03,3,N
3383,22.0,96000.0,Mortgage,0.0,Education,A,3000.0,7.9,0.0,0.03,3,N
3384,26.0,63000.0,Mortgage,4.0,Education,C,12000.0,15.27,1.0,0.19,2,N
3385,25.0,32000.0,Rent,2.0,Debtconsolidation,A,1500.0,7.49,0.0,0.05,4,N
3386,32.0,37992.0,Rent,3.0,Venture,E,5000.0,16.35,0.0,0.13,5,N
3387,24.0,66000.0,Rent,2.0,Personal,D,18000.0,14.54,1.0,0.27,4,Y
3388,23.0,37000.0,Rent,1.0,Education,A,10400.0,7.66,0.0,0.28,4,N
3389,23.0,30000.0,Mortgage,0.0,Homeimprovement,A,1000.0,9.32,1.0,0.03,4,N
3390,24.0,29004.0,Rent,4.0,Education,A,5000.0,6.92,1.0,0.17,3,N
3391,23.0,48000.0,Rent,1.0,Personal,C,10000.0,13.79,0.0,0.21,3,N
3392,24.0,63000.0,Mortgage,8.0,Personal,C,11400.0,13.79,0.0,0.18,4,N
3393,23.0,65000.0,Rent,2.0,Education,A,8000.0,6.62,0.0,0.12,4,N
3394,23.0,36000.0,Rent,7.0,Personal,B,12250.0,11.0,1.0,0.34,3,N
3395,26.0,105000.0,Mortgage,10.0,Debtconsolidation,A,9500.0,9.32,0.0,0.09,3,N
3396,24.0,57000.0,Mortgage,9.0,Medical,C,6500.0,13.04,1.0,0.11,4,Y
3397,29.0,200000.0,Rent,14.0,Education,B,16000.0,12.69,0.0,0.08,7,N
3398,24.0,33000.0,Rent,1.0,Medical,B,7350.0,11.71,0.0,0.22,3,N
3399,24.0,101400.0,Mortgage,8.0,Personal,A,9900.0,8.0,0.0,0.1,4,N
3400,23.0,78500.0,Rent,7.0,Medical,C,20000.0,13.85,0.0,0.25,4,Y
3401,38.0,26400.0,Own,4.0,Homeimprovement,C,4750.0,12.73,0.0,0.18,14,Y
3402,36.0,60000.0,Rent,2.0,Homeimprovement,B,15000.0,11.0,0.0,0.25,12,N
3403,24.0,72096.0,Rent,2.0,Homeimprovement,A,4800.0,7.14,0.0,0.07,2,N
3404,22.0,90000.0,Mortgage,1.0,Education,C,2500.0,13.22,0.0,0.03,2,N
3405,22.0,39000.0,Rent,1.0,Education,B,12000.0,11.11,1.0,0.31,3,N
3406,29.0,65000.0,Mortgage,1.0,Homeimprovement,A,9600.0,5.79,0.0,0.15,5,N
3407,34.0,110000.0,Mortgage,15.0,Education,B,6000.0,9.45,0.0,0.05,6,N
3408,23.0,120000.0,Mortgage,2.0,Education,A,6000.0,6.76,0.0,0.05,3,N
3409,25.0,25000.0,Rent,5.0,Homeimprovement,B,3450.0,11.99,1.0,0.14,4,N
3410,41.0,47000.0,Rent,2.0,Personal,A,5000.0,7.51,0.0,0.11,11,N
3411,27.0,15120.0,Rent,6.0,Personal,B,3050.0,10.38,1.0,0.2,5,N
3412,29.0,100000.0,Rent,1.0,Medical,B,15000.0,9.88,0.0,0.15,9,N
3413,27.0,64000.0,Mortgage,12.0,Education,B,6000.0,11.0,1.0,0.09,6,N
3414,22.0,85000.0,Mortgage,6.0,Personal,A,12500.0,11.0,0.0,0.15,2,N
3415,24.0,30000.0,Rent,3.0,Medical,E,8000.0,11.0,0.0,0.27,2,Y
3416,25.0,75000.0,Rent,0.0,Education,A,18500.0,7.49,0.0,0.25,3,N
3417,37.0,528000.0,Rent,4.0,Venture,D,15000.0,11.0,0.0,0.03,12,N
3418,28.0,123504.0,Mortgage,12.0,Venture,B,18000.0,11.0,0.0,0.15,7,N
3419,21.0,44004.0,Mortgage,5.0,Venture,B,7200.0,11.89,0.0,0.16,4,N
3420,25.0,48000.0,Own,0.0,Personal,B,6000.0,10.65,0.0,0.13,2,N
3421,30.0,65000.0,Mortgage,15.0,Debtconsolidation,A,7500.0,6.17,0.0,0.12,9,N
3422,34.0,38000.0,Mortgage,9.0,Personal,C,14500.0,12.84,0.0,0.38,6,Y
3423,31.0,65000.0,Rent,13.0,Medical,B,13000.0,11.0,0.0,0.2,8,N
3424,27.0,80000.0,Rent,1.0,Venture,B,18000.0,10.39,0.0,0.23,8,N
3425,23.0,32500.0,Own,2.0,Venture,C,5000.0,13.99,0.0,0.15,3,Y
3426,24.0,35000.0,Rent,8.0,Debtconsolidation,A,5000.0,7.88,0.0,0.14,4,N
3427,24.0,36000.0,Rent,5.0,Medical,D,6000.0,14.96,0.0,0.17,2,N
3428,41.0,150000.0,Own,10.0,Venture,B,24500.0,11.83,0.0,0.16,17,N
3429,41.0,171194.0,Mortgage,9.0,Homeimprovement,B,25000.0,11.12,0.0,0.15,14,N
3430,26.0,62400.0,Rent,0.0,Personal,B,5500.0,9.76,0.0,0.09,4,N
3431,34.0,948000.0,Mortgage,18.0,Personal,B,2000.0,9.99,0.0,0.0,7,N
3432,24.0,28000.0,Rent,3.0,Venture,E,6400.0,14.75,0.0,0.23,2,N
3433,29.0,50000.0,Mortgage,0.0,Personal,A,6300.0,6.62,0.0,0.13,8,N
3434,21.0,90000.0,Rent,3.0,Education,B,4800.0,9.62,0.0,0.05,3,N
3435,23.0,60000.0,Mortgage,6.0,Personal,A,3350.0,11.0,0.0,0.06,4,N
3436,33.0,79985.0,Mortgage,6.0,Education,F,8000.0,21.36,0.0,0.1,5,N
3437,28.0,95000.0,Mortgage,5.0,Debtconsolidation,A,23450.0,7.9,0.0,0.25,5,N
3438,21.0,23000.0,Mortgage,2.0,Debtconsolidation,A,7000.0,8.9,0.0,0.3,4,N
3439,23.0,80000.0,Rent,5.0,Venture,A,18000.0,8.49,0.0,0.23,3,N
3440,25.0,78000.0,Rent,5.0,Homeimprovement,C,3200.0,12.99,0.0,0.04,4,Y
3441,36.0,120000.0,Own,21.0,Personal,D,10000.0,13.3,0.0,0.08,13,Y
3442,35.0,73000.0,Rent,0.0,Homeimprovement,D,15000.0,15.57,1.0,0.21,8,N
3443,30.0,48500.0,Mortgage,5.0,Medical,A,9350.0,11.0,0.0,0.19,7,N
3444,25.0,225000.0,Mortgage,0.0,Venture,F,25000.0,18.67,0.0,0.11,2,N
3445,25.0,41664.0,Mortgage,6.0,Homeimprovement,A,4000.0,5.99,0.0,0.1,2,N
3446,22.0,60000.0,Mortgage,3.0,Venture,A,5000.0,7.9,0.0,0.08,2,N
3447,25.0,57700.0,Rent,2.0,Medical,D,10600.0,14.91,1.0,0.18,4,Y
3448,37.0,28500.0,Mortgage,6.0,Education,A,1800.0,6.76,0.0,0.06,12,N
3449,30.0,136000.0,Mortgage,13.0,Venture,B,2800.0,10.65,0.0,0.02,10,N
3450,23.0,92500.0,Mortgage,5.0,Education,A,2500.0,11.0,0.0,0.03,2,N
3451,27.0,30000.0,Rent,2.0,Education,B,2000.0,11.49,0.0,0.07,8,N
3452,27.0,72000.0,Rent,3.0,Debtconsolidation,D,25000.0,15.95,1.0,0.35,6,Y
3453,23.0,44000.0,Rent,7.0,Debtconsolidation,D,13000.0,16.29,1.0,0.3,3,N
3454,22.0,54000.0,Rent,5.0,Homeimprovement,D,3200.0,16.49,1.0,0.06,4,Y
3455,23.0,58000.0,Rent,1.0,Venture,B,4000.0,10.74,0.0,0.07,2,N
3456,32.0,227500.0,Rent,3.0,Homeimprovement,C,25000.0,12.53,0.0,0.11,10,N
3457,35.0,60000.0,Rent,0.0,Homeimprovement,C,4000.0,13.98,0.0,0.07,7,Y
3458,25.0,44004.0,Rent,3.0,Medical,D,12000.0,15.31,1.0,0.27,3,Y
3459,22.0,96000.0,Mortgage,2.0,Education,A,12000.0,11.0,0.0,0.13,3,N
3460,38.0,34800.0,Mortgage,2.0,Personal,A,6250.0,7.49,0.0,0.18,16,N
3461,22.0,42000.0,Mortgage,6.0,Education,C,14750.0,12.99,0.0,0.35,4,N
3462,29.0,53200.0,Mortgage,7.0,Homeimprovement,C,1000.0,13.49,0.0,0.02,6,Y
3463,36.0,46000.0,Mortgage,3.0,Venture,A,8000.0,5.42,0.0,0.17,15,N
3464,23.0,83954.0,Rent,7.0,Education,A,6000.0,11.0,0.0,0.07,2,N
3465,21.0,52000.0,Mortgage,5.0,Education,C,7000.0,13.47,0.0,0.13,3,N
3466,25.0,80600.0,Rent,9.0,Personal,B,13800.0,11.99,0.0,0.17,3,N
3467,27.0,56400.0,Rent,4.0,Personal,D,8000.0,16.77,0.0,0.14,10,Y
3468,30.0,65000.0,Mortgage,2.0,Homeimprovement,D,4000.0,15.21,0.0,0.06,7,N
3469,22.0,33000.0,Rent,1.0,Medical,C,1400.0,14.27,0.0,0.04,3,Y
3470,23.0,116000.0,Rent,7.0,Venture,A,11000.0,8.94,0.0,0.09,2,N
3471,32.0,30000.0,Mortgage,0.0,Venture,A,9000.0,5.42,0.0,0.3,9,N
3472,23.0,106000.0,Mortgage,7.0,Education,A,10000.0,7.14,0.0,0.09,2,N
3473,24.0,25000.0,Rent,0.0,Medical,D,6950.0,14.42,1.0,0.28,3,Y
3474,21.0,65000.0,Rent,5.0,Personal,B,16000.0,9.91,0.0,0.25,3,N
3475,24.0,30000.0,Rent,5.0,Venture,C,8000.0,14.26,0.0,0.27,2,Y
3476,25.0,30000.0,Own,4.0,Education,D,10000.0,14.61,0.0,0.33,3,N
3477,27.0,47000.0,Mortgage,11.0,Debtconsolidation,G,7750.0,11.0,1.0,0.16,7,N
3478,27.0,23000.0,Rent,0.0,Venture,A,8500.0,11.0,1.0,0.37,7,N
3479,33.0,34500.0,Own,0.0,Personal,B,10000.0,9.63,0.0,0.29,7,N
3480,23.0,28284.0,Rent,8.0,Venture,A,6000.0,7.66,0.0,0.21,4,N
3481,28.0,80004.0,Mortgage,2.0,Venture,B,22750.0,11.49,0.0,0.28,6,N
3482,22.0,50500.0,Own,6.0,Education,B,6000.0,11.83,0.0,0.12,2,N
3483,23.0,8000.0,Rent,0.0,Education,A,3250.0,11.0,1.0,0.41,4,N
3484,28.0,33000.0,Rent,12.0,Debtconsolidation,C,8000.0,14.65,1.0,0.24,9,Y
3485,32.0,80000.0,Rent,2.0,Venture,B,25000.0,11.0,1.0,0.31,8,N
3486,30.0,63000.0,Rent,2.0,Homeimprovement,A,6000.0,11.0,0.0,0.1,7,N
3487,33.0,82000.0,Mortgage,2.0,Venture,A,6000.0,7.51,0.0,0.07,6,N
3488,24.0,38000.0,Rent,0.0,Personal,B,12000.0,11.89,1.0,0.32,3,N
3489,28.0,29000.0,Rent,8.0,Homeimprovement,B,14000.0,11.99,1.0,0.48,9,N
3490,27.0,44000.0,Rent,5.0,Education,B,13650.0,10.65,1.0,0.31,5,N
3491,31.0,50000.0,Rent,1.0,Venture,B,10000.0,10.71,0.0,0.2,6,N
3492,34.0,91200.0,Rent,5.0,Medical,A,12000.0,6.92,0.0,0.13,7,N
3493,32.0,69900.0,Mortgage,16.0,Personal,B,18000.0,11.49,0.0,0.26,8,N
3494,24.0,64000.0,Mortgage,5.0,Venture,D,12000.0,16.77,0.0,0.19,2,N
3495,34.0,37000.0,Rent,2.0,Education,C,6400.0,13.61,0.0,0.17,9,N
3496,39.0,50000.0,Mortgage,1.0,Personal,A,8000.0,7.68,0.0,0.16,11,N
3497,23.0,98800.0,Mortgage,7.0,Venture,B,1000.0,11.49,0.0,0.01,3,N
3498,27.0,47900.0,Own,1.0,Venture,C,7500.0,13.47,0.0,0.16,6,N
3499,34.0,62000.0,Rent,1.0,Homeimprovement,A,6000.0,7.49,0.0,0.1,9,N
3500,23.0,42996.0,Rent,7.0,Venture,A,7200.0,8.0,0.0,0.17,2,N
3501,22.0,38400.0,Rent,4.0,Venture,C,16000.0,11.54,1.0,0.42,3,Y
3502,29.0,47133.0,Rent,5.0,Medical,B,5100.0,11.86,0.0,0.11,7,N
3503,21.0,31776.0,Mortgage,5.0,Venture,A,6000.0,8.9,0.0,0.19,3,N
3504,27.0,81500.0,Rent,2.0,Homeimprovement,E,20000.0,17.51,1.0,0.25,8,Y
3505,33.0,140000.0,Mortgage,6.0,Homeimprovement,A,13000.0,7.51,0.0,0.09,9,N
3506,23.0,76000.0,Rent,3.0,Medical,C,13000.0,11.0,0.0,0.17,2,Y
3507,24.0,38244.0,Rent,6.0,Personal,A,10000.0,7.88,0.0,0.26,3,N
3508,23.0,33600.0,Rent,3.0,Venture,C,5000.0,13.49,0.0,0.15,4,Y
3509,30.0,120000.0,Rent,14.0,Medical,A,15000.0,6.17,0.0,0.13,8,N
3510,24.0,31200.0,Rent,2.0,Venture,C,8400.0,13.23,0.0,0.27,3,N
3511,24.0,60000.0,Rent,1.0,Personal,A,13200.0,6.62,0.0,0.22,4,N
3512,22.0,41600.0,Own,4.0,Education,B,12000.0,12.42,0.0,0.29,4,N
3513,35.0,96000.0,Mortgage,5.0,Medical,A,14000.0,7.49,0.0,0.15,10,N
3514,31.0,80000.0,Rent,6.0,Personal,A,10000.0,11.0,0.0,0.13,9,N
3515,24.0,54000.0,Mortgage,3.0,Personal,B,8000.0,10.99,0.0,0.15,3,N
3516,29.0,42000.0,Rent,0.0,Personal,E,15000.0,14.25,1.0,0.36,9,N
3517,23.0,65004.0,Own,5.0,Venture,C,7000.0,12.87,0.0,0.11,2,Y
3518,28.0,80000.0,Mortgage,13.0,Education,B,21000.0,11.36,0.0,0.26,10,N
3519,25.0,73000.0,Mortgage,0.0,Venture,A,6500.0,6.03,0.0,0.09,3,N
3520,34.0,120000.0,Mortgage,4.0,Medical,A,16800.0,6.91,0.0,0.14,6,N
3521,22.0,52500.0,Mortgage,6.0,Venture,C,8000.0,15.23,0.0,0.15,4,Y
3522,26.0,80000.0,Mortgage,5.0,Medical,A,5000.0,11.0,0.0,0.06,3,N
3523,26.0,64000.0,Rent,0.0,Venture,E,10000.0,16.4,1.0,0.16,3,N
3524,37.0,108000.0,Rent,0.0,Homeimprovement,E,20000.0,16.32,1.0,0.19,15,N
3525,25.0,83000.0,Rent,2.0,Debtconsolidation,B,16000.0,10.99,0.0,0.19,2,N
3526,24.0,56100.0,Rent,7.0,Medical,D,25000.0,16.49,1.0,0.38,4,N
3527,22.0,98000.0,Mortgage,1.0,Homeimprovement,A,9000.0,9.63,1.0,0.09,2,N
3528,24.0,57996.0,Rent,2.0,Debtconsolidation,B,1500.0,10.75,0.0,0.03,4,N
3529,30.0,132000.0,Rent,14.0,Homeimprovement,B,21500.0,10.62,0.0,0.16,8,N
3530,27.0,25200.0,Rent,0.0,Venture,C,2550.0,14.27,0.0,0.1,5,N
3531,31.0,58000.0,Mortgage,15.0,Homeimprovement,A,6000.0,9.32,0.0,0.1,5,N
3532,24.0,51000.0,Rent,4.0,Debtconsolidation,E,10000.0,17.19,1.0,0.2,2,N
3533,23.0,43200.0,Own,6.0,Venture,E,13000.0,15.95,0.0,0.3,2,N
3534,21.0,43000.0,Rent,5.0,Venture,D,8500.0,15.58,0.0,0.2,2,N
3535,22.0,45000.0,Mortgage,1.0,Education,B,8000.0,12.53,0.0,0.18,3,N
3536,44.0,24000.0,Mortgage,4.0,Homeimprovement,D,7750.0,15.58,0.0,0.32,13,Y
3537,34.0,275004.0,Mortgage,2.0,Venture,D,25000.0,16.32,0.0,0.09,9,Y
3538,35.0,175000.0,Rent,0.0,Debtconsolidation,B,16000.0,11.49,0.0,0.09,10,N
3539,28.0,53004.0,Mortgage,2.0,Homeimprovement,C,10000.0,12.98,0.0,0.19,10,N
3540,22.0,30000.0,Rent,0.0,Education,C,2500.0,13.16,1.0,0.08,4,Y
3541,29.0,92000.0,Rent,2.0,Debtconsolidation,C,20000.0,13.72,0.0,0.22,10,N
